uuid	hierarchy_id	node_id
62b5cc42-02ff-4696-9503-c9c8085fa252	syllabus	B3.1.4
a777cede-2f9a-4736-889a-1a1dec3a4c45	syllabus	B3.1.5
a4c24455-f56d-4895-a31f-3dd01b4eee2c	syllabus	B3.2.1
e2025696-48c1-4f36-afd0-c8614b649c35	syllabus	B3.2.2
2e9d642a-b23c-4120-b52a-d5018def8dde	syllabus	B3.2.3
88a3fb5c-f71b-4f66-86a5-3d5f0e3a3448	syllabus	B3.2.4
5323d2d6-7e88-47ef-a05f-f545a0ab74d2	syllabus	B3.2.5
0a4e161d-21b5-40ac-ab6b-278a0db5892e	syllabus	B4.1.1
bb3a7410-c05c-4da9-ac54-5e2a9ceec403	syllabus	B4.1.2
e872572b-d31d-4e84-9124-6885f4fc7672	syllabus	B4.1.3
5ffc611f-bab7-4c2a-87df-14a9582aab3a	syllabus	B4.1.4
a61bae70-22a8-4ae8-85d1-87ec17b35b75	syllabus	B4.1.5
e6e33345-e71b-44a9-a2a7-086c754acf6b	syllabus	B4.1.6
